

37.201.193.26|September 10, 2015, 10:55 am|Enters Poll
37.201.193.62|September 10, 2015, 11:00 am|Enters Poll
37.201.193.62|September 10, 2015, 11:00 am|Clicked vote button without choosing an item
37.201.193.62|September 10, 2015, 11:00 am|Enters Poll
37.201.193.62|September 10, 2015, 11:01 am|Enters Poll
37.201.193.80|September 10, 2015, 11:11 am|Enters Poll
37.201.193.80|September 10, 2015, 11:11 am|Clicked vote button without choosing an item
37.201.193.80|September 10, 2015, 11:11 am|Enters Poll
80.153.210.94|September 10, 2015, 12:50 pm|Enters Poll
80.153.210.94|September 10, 2015, 12:50 pm|Enters Poll
80.153.210.94|September 10, 2015, 12:50 pm|Vote received on Medizin & Heilkunde
80.153.210.94|September 10, 2015, 12:50 pm|Enters Poll
80.153.210.94|September 10, 2015, 12:52 pm|Enters Poll
37.201.193.67|September 10, 2015, 7:49 pm|Enters Poll
37.201.193.67|September 10, 2015, 7:49 pm|Clicked vote button without choosing an item
37.201.193.67|September 10, 2015, 7:49 pm|Enters Poll
37.201.193.6|September 10, 2015, 9:59 pm|Enters Poll
37.201.193.6|September 10, 2015, 9:59 pm|Clicked vote button without choosing an item
37.201.193.6|September 10, 2015, 9:59 pm|Enters Poll
37.201.193.6|September 10, 2015, 9:59 pm|Enters Poll
37.201.193.6|September 10, 2015, 9:59 pm|Clicked vote button without choosing an item
37.201.193.6|September 10, 2015, 9:59 pm|Enters Poll
37.201.193.85|September 10, 2015, 11:43 pm|Enters Poll
37.201.193.85|September 10, 2015, 11:43 pm|Clicked vote button without choosing an item
37.201.193.85|September 10, 2015, 11:43 pm|Enters Poll
37.201.193.85|September 10, 2015, 11:46 pm|Enters Poll
37.201.193.85|September 10, 2015, 11:46 pm|Enters Poll
37.201.193.85|September 10, 2015, 11:46 pm|Clicked vote button without choosing an item
37.201.193.85|September 10, 2015, 11:46 pm|Enters Poll
37.201.193.85|September 11, 2015, 12:00 am|Enters Poll
37.201.193.85|September 11, 2015, 12:00 am|Enters Poll
37.201.193.27|September 11, 2015, 2:01 am|Enters Poll
37.201.194.60|September 11, 2015, 7:18 pm|Enters Poll
37.201.194.60|September 11, 2015, 7:18 pm|Enters Poll
37.201.194.60|September 11, 2015, 7:19 pm|Vote received on Archäologie der Eiszeit
37.201.194.60|September 11, 2015, 7:19 pm|Views results
37.201.194.60|September 11, 2015, 7:19 pm|Views results
37.201.194.60|September 11, 2015, 7:19 pm|Views results
37.201.194.60|September 11, 2015, 7:19 pm|Enters Poll
18.56.65.237|September 12, 2015, 7:31 pm|Enters Poll
37.201.193.81|September 13, 2015, 7:25 pm|Enters Poll
37.201.193.81|September 13, 2015, 7:26 pm|Enters Poll
37.201.193.81|September 13, 2015, 7:26 pm|Vote received on Archäologie der Eiszeit
37.201.193.81|September 13, 2015, 7:26 pm|Enters Poll
37.201.194.7|September 14, 2015, 12:34 am|Enters Poll
37.201.194.55|September 17, 2015, 9:07 pm|Enters Poll
37.201.194.55|September 17, 2015, 9:07 pm|Vote received on Humanevolution
37.201.194.55|September 17, 2015, 9:07 pm|Enters Poll
37.201.194.55|September 17, 2015, 9:07 pm|Enters Poll
37.201.194.55|September 17, 2015, 9:08 pm|Vote received on Humanevolution
37.201.194.55|September 17, 2015, 9:08 pm|Enters Poll
37.201.194.55|September 17, 2015, 9:08 pm|Enters Poll
37.201.194.55|September 17, 2015, 9:08 pm|Vote received on Humanevolution
37.201.194.55|September 17, 2015, 9:08 pm|Views results
37.201.194.55|September 17, 2015, 9:08 pm|Views results
37.201.194.55|September 17, 2015, 9:08 pm|Views results
12.83.253.5|October 1, 2015, 6:23 pm|Enters Poll
80.153.210.94|October 2, 2015, 9:13 am|Enters Poll
80.153.210.94|October 2, 2015, 10:13 am|Enters Poll
80.153.210.94|October 2, 2015, 12:17 pm|Enters Poll
93.221.40.11|October 3, 2015, 5:17 pm|Enters Poll
93.221.40.11|October 3, 2015, 5:17 pm|Enters Poll
93.221.40.11|October 3, 2015, 5:17 pm|Enters Poll
93.221.40.11|October 3, 2015, 5:17 pm|Clicked vote button without choosing an item
93.221.40.11|October 3, 2015, 5:17 pm|Enters Poll
93.221.40.11|October 3, 2015, 5:17 pm|Clicked vote button without choosing an item
93.221.40.11|October 3, 2015, 5:17 pm|Enters Poll
93.221.40.11|October 3, 2015, 5:17 pm|Vote received on Medizin & Heilkunde
37.201.194.12|October 7, 2015, 12:12 pm|Enters Poll
24.148.55.204|October 9, 2015, 4:12 am|Enters Poll
24.148.55.204|October 9, 2015, 3:24 pm|Enters Poll
24.148.55.204|October 9, 2015, 3:24 pm|Enters Poll
24.148.55.204|October 9, 2015, 3:24 pm|Vote received on Archäologie der Eiszeit
172.56.8.165|October 15, 2015, 5:04 pm|Enters Poll
172.56.8.165|October 15, 2015, 5:04 pm|Enters Poll
172.56.8.165|October 15, 2015, 5:04 pm|Vote received on Medizin & Heilkunde
172.56.8.165|October 15, 2015, 5:04 pm|Enters Poll
172.56.8.165|October 15, 2015, 5:04 pm|Clicked vote button without choosing an item
172.56.8.165|October 15, 2015, 5:04 pm|Enters Poll
37.201.227.56|December 12, 2015, 2:02 am|Enters Poll
37.201.227.56|December 12, 2015, 2:02 am|Enters Poll
37.201.227.56|December 12, 2015, 2:02 am|Vote received on Archäologie der Eiszeit
80.153.210.94|December 17, 2015, 2:07 pm|Enters Poll
80.153.210.94|December 17, 2015, 2:07 pm|Clicked vote button without choosing an item
80.153.210.94|December 17, 2015, 2:07 pm|Enters Poll
37.201.227.132|December 22, 2015, 1:52 am|Enters Poll
37.201.227.132|December 22, 2015, 1:52 am|Enters Poll
37.201.227.132|December 22, 2015, 1:52 am|Vote received on Archäologie der Eiszeit
37.201.227.132|December 22, 2015, 1:52 am|Enters Poll
37.201.227.132|December 22, 2015, 1:52 am|Vote received on Archäologie der Eiszeit
79.195.216.43|December 24, 2015, 1:11 am|Enters Poll
37.201.227.168|December 29, 2015, 5:01 am|Enters Poll
37.201.227.168|December 29, 2015, 5:01 am|Enters Poll
37.201.227.168|December 29, 2015, 5:02 am|Enters Poll
37.201.227.168|December 29, 2015, 5:02 am|Vote received on Medizin & Heilkunde
37.201.227.126|December 30, 2015, 4:00 am|Enters Poll
37.201.227.126|December 30, 2015, 4:00 am|Vote received on Kindheit in der Steinzeit
37.201.227.224|January 3, 2016, 9:17 pm|Enters Poll
37.201.227.224|January 3, 2016, 9:17 pm|Clicked vote button without choosing an item
37.201.227.224|January 3, 2016, 9:17 pm|Enters Poll
37.201.227.224|January 3, 2016, 9:17 pm|Vote received on Medizin & Heilkunde
178.6.193.121|January 5, 2016, 6:48 pm|Enters Poll
178.6.193.121|January 5, 2016, 6:48 pm|Clicked vote button without choosing an item
178.6.193.121|January 5, 2016, 6:48 pm|Enters Poll
37.201.227.212|January 10, 2016, 2:44 pm|Enters Poll
37.201.227.212|January 10, 2016, 2:44 pm|Enters Poll
37.201.227.212|January 10, 2016, 2:50 pm|Enters Poll
37.201.227.212|January 10, 2016, 2:50 pm|Clicked vote button without choosing an item
37.201.227.212|January 10, 2016, 2:50 pm|Enters Poll
37.201.227.212|January 10, 2016, 2:51 pm|Vote received on Arch&auml;ologie der Eiszeit
37.201.227.212|January 10, 2016, 2:51 pm|Views results
37.201.227.212|January 10, 2016, 4:26 pm|Enters Poll
37.201.227.212|January 10, 2016, 4:26 pm|Enters Poll
37.201.227.212|January 10, 2016, 4:26 pm|Vote received on Arch&auml;ologie der Eiszeit
37.201.227.212|January 10, 2016, 4:26 pm|Views results
37.201.227.212|January 10, 2016, 4:26 pm|Enters Poll
37.201.227.212|January 10, 2016, 4:26 pm|Enters Poll
37.201.227.212|January 10, 2016, 4:26 pm|Vote received on Arch&auml;ologie der Eiszeit
37.201.227.6|January 11, 2016, 1:59 am|Enters Poll
37.201.227.6|January 11, 2016, 1:59 am|Clicked vote button without choosing an item
37.201.227.6|January 11, 2016, 1:59 am|Enters Poll
37.201.227.6|January 11, 2016, 2:06 am|Enters Poll
37.201.227.6|January 11, 2016, 2:06 am|Clicked vote button without choosing an item
37.201.227.6|January 11, 2016, 2:06 am|Enters Poll
37.201.227.110|January 14, 2016, 1:32 pm|Enters Poll
37.201.227.110|January 14, 2016, 1:50 pm|Enters Poll
37.201.227.110|January 14, 2016, 1:51 pm|Enters Poll
37.201.227.45|January 15, 2016, 2:22 pm|Enters Poll
37.201.227.45|January 15, 2016, 2:22 pm|Enters Poll
37.201.227.45|January 15, 2016, 2:22 pm|Vote received on Arch&auml;ologie der Eiszeit
37.201.227.75|January 20, 2016, 1:30 am|Enters Poll
80.153.210.94|January 22, 2016, 2:19 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:21 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:22 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:22 pm|Vote received on Arch&auml;ologie der Eiszeit
37.201.227.21|January 23, 2016, 4:24 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:26 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:26 pm|Clicked vote button without choosing an item
37.201.227.21|January 23, 2016, 4:26 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:27 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:27 pm|Vote received on Humanevolution
37.201.227.21|January 23, 2016, 4:27 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:27 pm|Vote received on Humanevolution
37.201.227.21|January 23, 2016, 4:31 pm|Enters Poll
37.201.227.21|January 23, 2016, 4:31 pm|Vote received on Tiere & Umwelt der Eiszeit
37.201.227.21|January 23, 2016, 4:32 pm|Views results
172.28.192.250, 192.168.70.12|January 27, 2016, 3:02 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 3:18 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 3:18 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 3:18 pm|Vote received on Eiszeit-Arch&auml;ologie
172.28.192.242, 192.168.70.12|January 27, 2016, 3:20 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 4:23 pm|Enters Poll
172.28.192.242, 192.168.70.12|January 27, 2016, 4:23 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 4:23 pm|Enters Poll
172.28.192.242, 192.168.70.12|January 27, 2016, 4:23 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 4:23 pm|Clicked vote button without choosing an item
172.28.192.250, 192.168.70.12|January 27, 2016, 4:23 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 4:23 pm|Vote received on Humanevolution
172.28.192.242, 192.168.70.12|January 27, 2016, 4:24 pm|Vote received on Humanevolution
172.28.192.250, 192.168.70.12|January 27, 2016, 4:24 pm|Enters Poll
172.28.192.250, 192.168.70.12|January 27, 2016, 4:24 pm|Vote received on Humanevolution
37.201.227.10|January 27, 2016, 9:54 pm|Enters Poll
37.201.227.10|January 27, 2016, 9:54 pm|Clicked vote button without choosing an item
37.201.227.10|January 27, 2016, 9:54 pm|Enters Poll
37.201.227.10|January 27, 2016, 10:00 pm|Enters Poll
37.201.227.10|January 27, 2016, 10:23 pm|Enters Poll
37.201.227.10|January 28, 2016, 8:59 am|Enters Poll
37.201.227.10|January 28, 2016, 8:59 am|Clicked vote button without choosing an item
37.201.227.10|January 28, 2016, 8:59 am|Enters Poll
80.187.126.45|January 29, 2016, 5:30 pm|Enters Poll
37.201.227.222|January 31, 2016, 1:08 pm|Enters Poll
37.201.227.222|January 31, 2016, 1:08 pm|Clicked vote button without choosing an item
37.201.227.222|January 31, 2016, 1:08 pm|Enters Poll
37.201.227.222|January 31, 2016, 3:41 pm|Enters Poll
37.201.227.222|January 31, 2016, 3:41 pm|Enters Poll
37.201.227.222|January 31, 2016, 3:41 pm|Clicked vote button without choosing an item
37.201.227.222|January 31, 2016, 3:41 pm|Enters Poll
37.201.227.222|January 31, 2016, 9:23 pm|Enters Poll
37.201.227.222|February 1, 2016, 12:47 am|Enters Poll
37.201.227.222|February 1, 2016, 12:47 am|Clicked vote button without choosing an item
37.201.227.222|February 1, 2016, 12:47 am|Enters Poll
37.201.227.222|February 1, 2016, 12:51 am|Enters Poll
134.95.7.245|February 1, 2016, 2:59 pm|Enters Poll
134.95.7.245|February 1, 2016, 2:59 pm|Enters Poll
134.95.7.245|February 1, 2016, 2:59 pm|Clicked vote button without choosing an item
134.95.7.245|February 1, 2016, 2:59 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:00 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:00 pm|Clicked vote button without choosing an item
172.28.192.222, 192.168.70.12|February 8, 2016, 4:00 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:02 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:02 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:03 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:03 pm|Vote received on Humanevolution
172.28.192.222, 192.168.70.12|February 8, 2016, 4:04 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:04 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:04 pm|Enters Poll
172.28.192.222, 192.168.70.12|February 8, 2016, 4:04 pm|Vote received on Humanevolution
80.153.210.94|March 3, 2016, 2:26 pm|Enters Poll
37.201.225.238|March 17, 2016, 4:03 pm|Enters Poll
37.201.225.238|March 17, 2016, 4:04 pm|Enters Poll
37.201.225.238|March 17, 2016, 4:04 pm|Clicked vote button without choosing an item
37.201.225.238|March 17, 2016, 4:04 pm|Enters Poll
37.201.225.238|March 17, 2016, 4:04 pm|Vote received on Humanevolution
80.153.210.94|March 18, 2016, 11:27 am|Enters Poll
80.153.210.94|March 18, 2016, 11:27 am|Enters Poll
80.187.112.227|March 19, 2016, 8:45 pm|Enters Poll
37.201.225.226|March 19, 2016, 11:42 pm|Enters Poll
37.201.225.226|March 19, 2016, 11:42 pm|Clicked vote button without choosing an item
37.201.225.226|March 19, 2016, 11:42 pm|Enters Poll
37.201.225.226|March 19, 2016, 11:50 pm|Enters Poll
37.201.225.137|March 20, 2016, 11:29 pm|Enters Poll
37.201.225.137|March 20, 2016, 11:29 pm|Enters Poll
80.187.100.91|March 21, 2016, 11:55 pm|Enters Poll
109.44.1.92|March 22, 2016, 7:33 am|Enters Poll
79.238.135.254|March 22, 2016, 7:15 pm|Enters Poll
79.238.135.254|March 22, 2016, 7:15 pm|Enters Poll
79.238.135.254|March 22, 2016, 7:16 pm|Clicked vote button without choosing an item
79.238.135.254|March 22, 2016, 7:16 pm|Enters Poll
37.201.225.208|March 22, 2016, 11:52 pm|Enters Poll
37.201.225.222|March 24, 2016, 12:36 pm|Enters Poll
37.201.225.222|March 24, 2016, 2:35 pm|Enters Poll
37.201.225.222|March 24, 2016, 6:28 pm|Enters Poll
176.2.22.76|March 30, 2016, 5:46 pm|Enters Poll
176.2.22.76|March 30, 2016, 5:46 pm|Enters Poll
176.2.22.76|March 30, 2016, 5:47 pm|Enters Poll
176.2.22.76|March 30, 2016, 5:47 pm|Enters Poll
186.15.16.171|March 31, 2016, 4:49 pm|Enters Poll
172.28.192.90, 192.168.70.12|April 7, 2016, 4:27 pm|Enters Poll
172.28.192.90, 192.168.70.12|April 7, 2016, 4:27 pm|Enters Poll
172.28.192.90, 192.168.70.12|April 7, 2016, 4:29 pm|Enters Poll
172.28.192.90, 192.168.70.12|April 7, 2016, 4:29 pm|Enters Poll
80.187.113.41|April 9, 2016, 11:36 am|Enters Poll
94.79.170.34|April 12, 2016, 1:25 pm|Enters Poll
94.79.170.34|April 13, 2016, 8:44 am|Enters Poll
87.78.210.115|April 19, 2016, 9:06 pm|Enters Poll
95.222.28.191|April 20, 2016, 5:53 am|Enters Poll
95.222.28.191|April 20, 2016, 5:53 am|Enters Poll
80.133.143.228|April 21, 2016, 12:29 pm|Enters Poll
80.133.143.228|April 21, 2016, 12:29 pm|Enters Poll
37.201.225.125|April 21, 2016, 10:40 pm|Enters Poll
91.5.203.69|April 22, 2016, 5:17 am|Enters Poll
91.5.203.69|April 22, 2016, 5:17 am|Enters Poll
91.5.203.69|April 22, 2016, 5:17 am|Enters Poll
91.5.203.69|April 22, 2016, 5:17 am|Clicked vote button without choosing an item
91.5.203.69|April 22, 2016, 5:17 am|Enters Poll
92.72.190.81|April 23, 2016, 1:56 pm|Enters Poll
92.72.190.81|April 23, 2016, 1:56 pm|Enters Poll
5.147.0.121|April 25, 2016, 5:47 am|Enters Poll
5.147.0.121|April 25, 2016, 5:47 am|Enters Poll
176.4.27.128|April 25, 2016, 8:08 am|Enters Poll
80.134.223.76|April 26, 2016, 4:14 pm|Enters Poll
80.134.223.76|April 26, 2016, 4:14 pm|Enters Poll
88.70.206.37|April 26, 2016, 10:56 pm|Enters Poll
88.70.206.37|April 26, 2016, 10:56 pm|Enters Poll
213.128.122.2|April 27, 2016, 8:48 am|Enters Poll
213.128.122.2|April 27, 2016, 8:48 am|Enters Poll
213.128.122.2|April 27, 2016, 8:49 am|Enters Poll
213.128.122.2|April 27, 2016, 8:49 am|Clicked vote button without choosing an item
213.128.122.2|April 27, 2016, 8:49 am|Enters Poll
217.252.98.104|April 28, 2016, 11:54 am|Enters Poll
217.252.98.104|April 28, 2016, 11:54 am|Enters Poll
217.252.98.104|April 28, 2016, 11:55 am|Enters Poll
79.198.106.41|April 28, 2016, 1:54 pm|Enters Poll
185.35.216.50|April 28, 2016, 3:31 pm|Enters Poll
185.35.216.50|April 28, 2016, 3:31 pm|Enters Poll
185.35.216.50|April 28, 2016, 3:31 pm|Enters Poll
185.35.216.50|April 28, 2016, 3:31 pm|Clicked vote button without choosing an item
185.35.216.50|April 28, 2016, 3:31 pm|Enters Poll
92.73.15.73|April 28, 2016, 7:51 pm|Enters Poll
92.73.15.73|April 28, 2016, 7:51 pm|Enters Poll
92.73.15.73|April 28, 2016, 7:51 pm|Enters Poll
92.73.15.73|April 28, 2016, 7:51 pm|Vote received on Eiszeit-Arch&auml;ologie
92.73.15.73|April 28, 2016, 7:51 pm|Enters Poll
92.73.15.73|April 28, 2016, 7:51 pm|Vote received on Medizin & Heilkunde
92.73.15.73|April 28, 2016, 7:51 pm|Views results
92.73.15.73|April 28, 2016, 7:52 pm|Enters Poll
92.73.15.73|April 28, 2016, 7:52 pm|Vote received on Humanevolution
92.73.15.73|April 28, 2016, 7:54 pm|Enters Poll
92.73.15.73|April 28, 2016, 7:54 pm|Vote received on Tiere & Umwelt der Eiszeit
217.83.225.86|April 29, 2016, 3:12 pm|Enters Poll
217.83.225.86|April 29, 2016, 3:12 pm|Enters Poll
217.83.225.86|April 29, 2016, 3:12 pm|Vote received on Humanevolution
84.60.143.203|April 29, 2016, 7:30 pm|Enters Poll
84.60.143.203|April 29, 2016, 7:30 pm|Enters Poll
79.219.183.180|April 30, 2016, 10:40 am|Enters Poll
79.219.183.180|April 30, 2016, 10:40 am|Enters Poll
79.219.183.180|April 30, 2016, 10:40 am|Enters Poll
79.219.183.180|April 30, 2016, 10:40 am|Vote received on Humanevolution
68.100.78.133|April 30, 2016, 6:40 pm|Enters Poll
91.52.152.106|May 1, 2016, 8:49 pm|Enters Poll
91.52.152.106|May 1, 2016, 8:49 pm|Enters Poll
77.9.2.42|May 4, 2016, 6:01 pm|Enters Poll
77.9.2.42|May 4, 2016, 6:01 pm|Enters Poll
80.187.109.38|May 4, 2016, 8:18 pm|Enters Poll
93.131.255.237|May 6, 2016, 8:07 pm|Enters Poll
172.28.192.250, 192.168.70.12|May 7, 2016, 2:39 pm|Enters Poll
178.6.166.248|May 9, 2016, 7:00 pm|Enters Poll
178.6.166.248|May 9, 2016, 7:00 pm|Enters Poll
178.6.166.248|May 9, 2016, 7:00 pm|Vote received on Tiere & Umwelt der Eiszeit
178.6.166.248|May 9, 2016, 7:00 pm|Enters Poll
172.28.192.246, 192.168.70.12|May 10, 2016, 11:34 am|Enters Poll
178.6.12.78|May 11, 2016, 12:48 pm|Enters Poll
178.6.12.78|May 11, 2016, 12:48 pm|Enters Poll
178.6.12.78|May 11, 2016, 12:48 pm|Vote received on Eiszeit-Arch&auml;ologie
178.6.12.78|May 11, 2016, 12:48 pm|Views results
109.44.3.167|May 13, 2016, 1:27 pm|Enters Poll
176.0.104.229|May 14, 2016, 11:58 am|Enters Poll
109.91.32.54|May 14, 2016, 6:47 pm|Enters Poll
47.67.58.52|May 15, 2016, 2:10 pm|Enters Poll
47.67.58.52|May 15, 2016, 2:10 pm|Enters Poll
188.158.44.13|May 15, 2016, 4:03 pm|Enters Poll
188.158.44.13|May 15, 2016, 4:03 pm|Enters Poll
178.116.65.121|May 16, 2016, 3:22 pm|Enters Poll
178.116.65.121|May 16, 2016, 3:22 pm|Enters Poll
93.203.21.95|May 18, 2016, 7:09 am|Enters Poll
87.143.96.37|May 20, 2016, 5:20 am|Enters Poll
87.143.96.37|May 20, 2016, 5:20 am|Enters Poll
176.2.68.233|May 23, 2016, 7:50 am|Enters Poll
176.2.68.233|May 23, 2016, 7:50 am|Vote received on Eiszeit-Arch&auml;ologie
178.6.12.78|May 23, 2016, 1:45 pm|Enters Poll
178.6.12.78|May 23, 2016, 1:45 pm|Enters Poll
178.6.12.78|May 23, 2016, 1:45 pm|Enters Poll
